line,reactance,limit
line_1001_1064,0.0358,5586.592178770949
line_1001_3048,0.126036922591387,1586.8365863581269
line_1001_1081,0.149901983688809,1334.20515912046
line_1001_1090,0.597871358178389,334.5201225383426
line_1001_1048,1.87072956625109,106.91016147288278
line_1033_1081,0.031,6451.612903225807
line_4003_4040,0.07809,2561.1473940325263
line_4007_4122,0.02091,9564.801530368244
line_4019_4067,0.06276,3186.7431485022307
line_4033_4101,0.016,12500.0
line_4033_4147,0.06854,2918.004085205719
line_4033_4190,0.01648,12135.922330097086
line_4066_4107,0.02043,9789.525208027411
line_4079_4040,0.03186,6277.463904582549
line_4079_4157,0.02308,8665.511265164645
line_4088_4042,0.02015,9925.558312655086
line_4103_4003,0.05414,3694.1263391207976
line_4107_4042,0.01925,10389.610389610389
line_4109_4156,0.02127,9402.914903620122
line_4111_4067,0.02362,8467.400508044031
line_4122_4157,0.02183,9161.704076958315
line_4128_4003,0.09028,2215.330084182543
line_4193_4126,0.0364,5494.505494505494
line_4194_4067,0.03294,6071.645415907712
line_5003_5181,0.01026,19493.17738791423
line_5022_5441,0.02594,7710.100231303007
line_5105_5253,0.02664,7507.507507507507
line_5105_5422,0.02074,9643.201542912246
line_5145_5251,0.00917,21810.250817884407
line_5145_5323,0.00973,20554.98458376156
line_5147_5224,0.02124,9416.195856873825
line_5161_5181,0.02401,8329.862557267805
line_5168_5203,0.02787,7176.175098672408
line_5168_5245,0.03616,5530.973451327434
line_5175_5370,0.01457,13726.835964310227
line_5249_5022,0.01314,15220.700152207002
line_5250_5385,0.0113,17699.11504424779
line_5265_5016,0.00972,20576.1316872428
line_5273_5422,0.01195,16736.401673640165
line_5287_5266,0.01287,15540.01554001554
line_5307_5224,0.01303,15349.194167306217
line_5333_5157,0.01792,11160.714285714286
line_5370_5253,0.00956,20920.502092050207
line_5373_5433,0.01407,14214.641080312722
line_5429_5291,0.024,8333.333333333332
line_5480_5048,0.02037,9818.360333824252
line_6028_6223,0.01816,11013.215859030837
line_6047_6150,0.02337,8557.980316645271
line_6061_6035,0.03049,6559.527714004592
line_6061_6224,0.03074,6506.180871828236
line_6120_6023,0.03392,5896.22641509434
line_6205_6223,0.01501,13324.450366422385
line_6230_6278,0.05404,3700.962250185048
line_6236_6171,0.05035,3972.19463753724
line_6241_6153,0.03067,6521.030322791002
line_7013_7201,0.0302,6622.51655629139
line_7013_7425,0.02091,9564.801530368244
line_7017_7229,0.04129,4843.787842092516
line_7017_7385,0.01922,10405.827263267429
line_7039_7101,0.01988,10060.36217303823
line_7039_7397,0.06977,2866.5615594094884
line_7051_7181,0.03605,5547.850208044383
line_7052_7221,0.0402,4975.124378109453
line_7072_7084,0.02395,8350.730688935282
line_7075_7004,0.01386,14430.01443001443
line_7075_7387,0.07976,2507.5225677031094
line_7091_7259,0.04091,4888.780249327792
line_7101_7386,0.04254,4701.457451810061
line_7102_7177,0.0239,8368.200836820082
line_7118_7404,0.03759,5320.563979781857
line_7145_7404,0.06841,2923.5491887151
line_7157_7295,0.02272,8802.81690140845
line_7173_7387,0.02368,8445.945945945947
line_7174_7257,0.05031,3975.352812562115
line_7177_7118,0.01856,10775.862068965518
line_7178_7404,0.01898,10537.40779768177
line_7246_7225,0.02747,7280.669821623589
line_7246_7410,0.06404,3123.0480949406624
line_7248_7386,0.01596,12531.328320802008
line_7257_7317,0.03088,6476.683937823835
line_7295_7178,0.02409,8302.200083022
line_7343_7012,0.04198,4764.173415912339
line_7385_7181,0.02553,7833.920877399139
line_7385_7404,0.03846,5200.208008320333
line_7425_7246,0.01741,11487.650775416429
line_8095_8140,0.02604,7680.491551459293
line_1004_3127,1.30250590517776,153.55016756926327
line_1004_3118,1.91454776623373,104.46331166416236
line_1004_3098,0.360454906157594,554.854425847538
line_1004_3048,0.228892465055435,873.7727559164623
line_1004_2127,0.523144498618178,382.30355194076486
line_1004_2019,0.611983791102578,326.8060411202572
line_1004_3081,0.322971904741123,619.2489100880441
line_1004_3055,1.96904818417073,101.57191764417412
line_1033_4015,1.33432644371926,149.88835823602972
line_1033_3051,0.243399988953489,821.6927242269422
line_1033_1070,0.6720357569778,297.6032122151006
line_1033_1082,0.24699708622649,809.7261512494327
line_1048_1081,0.278126446232419,719.0973843345631
line_1048_1090,0.383256696821188,521.8434580761203
line_1048_1082,1.13505944331848,176.20222551100625
line_1063_3127,1.94220014019842,102.97599915710411
line_1063_3048,1.49546626914242,133.73755338172265
line_1063_1064,1.60482811064897,124.6239386466896
line_1064_3048,1.40477978757808,142.37106895224576
line_1064_1081,1.82069198383864,109.84834435220161
line_1064_1090,1.60867373547265,124.3260181289883
line_1070_3051,1.34969502772323,148.1816231755521
line_1070_1082,0.197135402698109,1014.5311154804489
line_1081_3030,2.27229978473848,88.01655544891851
line_1081_3048,0.230038574791109,869.4194014269732
line_1081_3060,0.785698686819643,254.55050817198318
line_1081_1090,0.548685531829495,364.5075155037082
line_1081_1082,1.87345495906379,106.75463481649155
line_1081_3045,0.952280821662212,210.02208114503324
line_1081_3055,0.726148060580976,275.425923247642
line_1082_3051,1.62785640227282,122.86095980011453
line_1090_3048,2.04806499152201,97.65315106107592
line_2001_5444,1.94765704622812,102.68748309016974
line_2001_5412,1.9890219586176,100.55193163327519
line_2001_5385,1.67792811261973,119.19461775257003
line_2001_5351,0.989782343231131,202.06462700385495
line_2001_5400,1.10078797431574,181.68803136164513
line_2001_5305,1.82568165363641,109.54812390300252
line_2001_5103,1.73939739550417,114.98234993161489
line_2001_2115,0.477107022609801,419.1931590232927
line_2001_8129,0.217995090280601,917.4518551888582
line_2001_2103,0.683103926063341,292.7812187416047
line_2001_5084,2.16462033766614,92.39495560484148
line_2001_2004,0.467583147725723,427.7314119911714
line_2004_8077,2.05814513108091,97.17487701898006
line_2004_5465,0.665080358805106,300.715541140507
line_2004_5449,1.56102209216453,128.12118483389165
line_2004_5444,0.565407508906884,353.7271734976864
line_2004_5016,1.78505401471779,112.04142751479664
line_2004_5323,0.982441384921161,203.5744860402533
line_2004_5412,2.182014147287,91.65843413465917
line_2004_5385,0.608512312408678,328.6704244460376
line_2004_5351,0.539469496104375,370.73458544782034
line_2004_5400,0.637253150134241,313.8470166179153
line_2004_5277,1.40732686218486,142.11339623653748
line_2004_5305,0.665696818629167,300.4370674503884
line_2004_5103,0.546583943086777,365.9090292161171
line_2004_5234,1.3219067918652,151.29659763514914
line_2004_5302,0.897898006828016,222.7424478939824
line_2004_5007,1.87967349661313,106.401457678883
line_2004_5175,0.892601759230356,224.0640889756363
line_2004_5067,2.22900339653042,89.72619795524412
line_2004_2115,0.452845414959319,441.6518162560326
line_2004_8129,0.198927110195802,1005.3933815413192
line_2004_2103,0.0811347629930474,2465.034624149188
line_2004_5084,0.403284638835997,495.9276420179584
line_2004_5147,1.09755138812958,182.2238139945639
line_2008_2127,0.206708078723228,967.5480573151193
line_2008_2019,1.14458985568282,174.73508000006464
line_2019_3098,1.3821824801021,144.6986941877792
line_2019_2127,0.0233327711969039,8571.635075500104
line_2057_5016,1.8860813918706,106.03996246505652
line_2057_5022,0.941617321546074,212.40051072086595
line_2057_5415,1.27978462315861,156.27629554290482
line_2057_5008,1.77379169492119,112.7528111517548
