Name,Bus,Fuel,Max_Cap,Min_Cap,Heat_Rate
ODESSA,5262,NG (Natural Gas),95.5,28.65,4.770346495
WICHITAFALLS,5262,BIT (Bituminous Coal),806.0,241.8,6.2099920678
SILVER,5262,NG (Natural Gas),537.7,161.31,4.942829919
GRAHAM,5262,NG (Natural Gas),634.7,190.4,5.230857471
GLENROSE,5262,NUC (Nuclear),2430.0,729.0,7.92
GRANBURY,5262,NG (Natural Gas),1146.0000000000002,343.8,4.911661257142858
PALOPINTO,5262,NG (Natural Gas),603.6,181.07999999999998,4.8213363924
ODESSA_2,1001,NG (Natural Gas),1343.78,403.13999999999993,4.919419822750001
MONAHANS,1081,NG (Natural Gas),1097.3999999999999,329.21999999999997,4.950756558333333
ODESSA_3,1081,NG (Natural Gas),286.5,85.95,5.165189363
SAVOY,5084,NG (Natural Gas),1175.4,352.62,5.384615385
SHERMAN,5084,NG (Natural Gas),803.19,240.95999999999998,5.126969416
PARIS,8129,NG (Natural Gas),1358.3200000000002,407.4599999999999,4.92247794925
GREENVILLE,8129,NG (Natural Gas),84.7,25.41,4.746416759
MTENTERPRISE,8129,NG (Natural Gas),939.6,281.88,5.057297949
MOUNTPLEASANT,8129,BIT (Bituminous Coal),1980.0,594.0,9.052831985
DENTON,5007,NG (Natural Gas),128.1,38.43,4.7031832520000005
BASTROP,6349,NG (Natural Gas),1233.99,370.2,5.0825282914
MARION,6349,NG (Natural Gas),1088.22,326.4599999999999,4.946177201
CEDARCREEK,6349,NG (Natural Gas),618.6899999999999,185.64,4.998619928
MISSION,4040,NG (Natural Gas),528.99,158.7,4.937190083
CHRISTINE,6236,BIT (Bituminous Coal),410.0,123.0,8.660130719
PEARSALL,6236,NG (Natural Gas),267.6,80.28,4.663911845833334
FANNIN,7098,BIT (Bituminous Coal),622.4,186.72,8.991596639
NURSERY,7098,NG (Natural Gas),215.2,64.56,4.6603930253999994
VICTORIA,7098,NG (Natural Gas),479.29999999999995,143.78,4.902666297333333
POINTCOMFORT,7098,NG (Natural Gas),1062.5,318.75,4.84742596175
WADSWORTH,7098,NUC (Nuclear),2708.6,812.58,7.68
WHARTON,7098,NG (Natural Gas),580.09,174.01,4.8120675338
LAREDO,4147,NG (Natural Gas),263.6,79.08,4.844628099
SANTAROSA,4192,BIT (Bituminous Coal),200.5,60.14999999999999,8.053221288777777
BROWNSVILLE,4192,NG (Natural Gas),1522.71,456.80999999999995,4.8870744533999995
BISHOP,4017,NG (Natural Gas),44.2,13.26,4.663714365
GREGORY,4017,NG (Natural Gas),948.9900000000001,284.7,4.9003598114999996
CORPUSCHRISTI,4017,NG (Natural Gas),649.3100000000001,194.78999999999996,4.840852477
CORPUSCHRISTI_4,4085,NG (Natural Gas),1082.2,324.65999999999997,5.1321616387499995
ALEDO,5480,NG (Natural Gas),4.8,1.44,4.579868081
DALLAS,5385,NG (Natural Gas),1552.95,465.88000000000005,5.031449250285715
ENNIS,5385,NG (Natural Gas),418.0,125.4,5.006031363
DALLAS_5,5037,NG (Natural Gas),308.47,92.54,5.211097708
ARLINGTON,5016,NG (Natural Gas),1327.21,398.15999999999997,5.121881273600001
POOLVILLE,5016,NG (Natural Gas),746.01,223.79999999999998,5.087467737
BRIDGEPORT,5016,NG (Natural Gas),1290.38,387.12,4.952681388
MCKINNEY,5444,NG (Natural Gas),1358.4,407.53,4.9744054182857145
MIDLOTHIAN,5444,NG (Natural Gas),2016.6,604.98,5.093710692
IRVING,5422,BIT (Bituminous Coal),16.5,4.95,8.029897367
LEWSIVILLE,5422,NG (Natural Gas),15.600000000000001,4.68,4.5870375679999995
TEMPLE,8087,NG (Natural Gas),803.19,240.95999999999998,5.127044025
RIESEL,8087,BIT (Bituminous Coal),1008.0,302.4,9.60068699
ROCKDALE,8087,BIT (Bituminous Coal),1252.1,375.63,9.0
FRANKLIN,8087,BIT (Bituminous Coal),1795.4,538.62,9.424645771
BREMOND,8087,BIT (Bituminous Coal),349.2,104.76,8.291112065
DALLAS_6,5323,NG (Natural Gas),852.21,255.66,5.159831122
SANANTONIO,6199,NG (Natural Gas),247.0,74.1,4.643812922285714
LAGRANGE,6078,BIT (Bituminous Coal),1689.9900000000002,507.0,8.902050114
WINCHESTER,6078,NG (Natural Gas),242.0,72.6,4.739166436666667
SANANTONIO_7,6147,NG (Natural Gas),3276.4,982.9200000000001,5.704727921500001
SEGUIN,6147,NG (Natural Gas),940.2,282.08,5.059343086
ELMENDORF,6244,NG (Natural Gas),1687.9899999999998,506.40000000000003,5.008548914625
NEWBRAUNFELS,6058,NG (Natural Gas),992.2,297.68,4.9831631248
PASADENA,7127,NG (Natural Gas),1273.2,381.96000000000004,5.899402357428571
DEERPARK,7127,NG (Natural Gas),1428.0,428.40000000000003,4.900902735555556
MONTBELVIEU,7127,NG (Natural Gas),40.7,12.21,4.61362248
CHANNELVIEW,7127,NG (Natural Gas),1378.26,413.4800000000001,4.855833842200001
HOUSTON,7127,NG (Natural Gas),878.4,263.52,4.875789045
HOUSTON_8,7330,NG (Natural Gas),1030.2,309.04,4.784056200399999
BAYTOWN,7422,NG (Natural Gas),914.6,274.36,5.045815516
FREEPORT,7422,NG (Natural Gas),497.92,149.36,4.828955406
ALVIN,7422,NG (Natural Gas),1508.9,452.66999999999996,4.856167046181818
HOUSTON_9,7410,NG (Natural Gas),8.0,2.4000000000000004,4.580024435
LAPORTE,7138,NG (Natural Gas),1459.2,437.7799999999999,4.874465485499999
PASADENA_10,7138,NG (Natural Gas),757.8,227.32999999999998,4.8857666462000005
