Name,Bus,Fuel,Max_Cap,Min_Cap,Heat_Rate
ODESSA,3048,NG (Natural Gas),95.5,28.65,7.478472200211501
WICHITAFALLS,3048,BIT (Bituminous Coal),806.0,241.8,8.56525665381706
SILVER,3048,NG (Natural Gas),537.7,161.31,7.748874464016301
GRAHAM,3048,NG (Natural Gas),634.7,190.4,8.2004152572867
PALOPINTO,3048,NG (Natural Gas),603.6,181.07999999999998,7.55840906236548
ODESSA_2,1001,NG (Natural Gas),1343.78,403.13999999999993,7.712174456125176
MONAHANS,1081,NG (Natural Gas),178.8,53.64,7.7479666936021
ODESSA_3,1081,NG (Natural Gas),286.5,85.95,8.0974673643751
MONAHANS_4,1048,NG (Natural Gas),918.5999999999999,275.58,7.7639679290785795
SAVOY,2004,NG (Natural Gas),1175.4,352.62,8.4414615390645
SHERMAN,2004,NG (Natural Gas),803.19,240.95999999999998,8.0375499534632
PARIS,8129,NG (Natural Gas),1173.6000000000001,352.04999999999995,7.7101011970065585
GREENVILLE,8129,NG (Natural Gas),84.7,25.41,7.4409575530843
MOUNTPLEASANT,8129,BIT (Bituminous Coal),1980.0,594.0,11.107824845595
DENTON,5007,NG (Natural Gas),128.1,38.43,7.373180384160401
PARIS_5,2115,NG (Natural Gas),184.72,55.41,7.7650410692679
BASTROP,6349,NG (Natural Gas),1233.99,370.2,7.967879602427781
CEDARCREEK,6349,NG (Natural Gas),618.6899999999999,185.64,7.836336461125601
MISSION,4040,NG (Natural Gas),528.99,158.7,7.740032893119101
CHRISTINE,7406,BIT (Bituminous Coal),410.0,123.0,10.625980392213
FANNIN,7406,BIT (Bituminous Coal),622.4,186.72,11.032689076053002
NURSERY,7406,NG (Natural Gas),215.2,64.56,7.30609814591958
VICTORIA,7406,NG (Natural Gas),479.29999999999995,143.78,7.6859099543294676
POINTCOMFORT,7406,NG (Natural Gas),1062.5,318.75,7.599309680235475
WADSWORTH,7406,NUC (Nuclear),1354.3,406.29,7.9
WHARTON,7406,NG (Natural Gas),580.09,174.01,7.54387827273826
LAREDO,4147,NG (Natural Gas),263.6,79.08,7.594923470802301
SANTAROSA,4067,BIT (Bituminous Coal),200.5,60.14999999999999,9.881302521330333
BISHOP,4017,NG (Natural Gas),44.2,13.26,7.3113050100105
CORPUSCHRISTI,4017,NG (Natural Gas),253.77,76.13,7.441476612283501
GREGORY,4061,NG (Natural Gas),948.9900000000001,284.7,7.68229407648855
CORPUSCHRISTI_6,4061,NG (Natural Gas),395.54,118.66,7.810296152057
CORPUSCHRISTI_7,4085,NG (Natural Gas),1082.2,324.65999999999997,8.045689801068374
PEARSALL,4015,NG (Natural Gas),267.6,80.28,7.3116146007129155
BROWNSVILLE,4193,NG (Natural Gas),1522.71,456.80999999999995,7.661466620595182
ALEDO,5480,NG (Natural Gas),4.8,1.44,7.1798591905837
DALLAS,5385,NG (Natural Gas),1552.95,465.88000000000005,7.887802989672915
ENNIS,5385,NG (Natural Gas),418.0,125.4,7.847955367775101
DALLAS_8,5037,NG (Natural Gas),308.47,92.54,8.1694378768316
ARLINGTON,5067,NG (Natural Gas),1327.21,398.15999999999997,8.029573272622722
MCKINNEY,5444,NG (Natural Gas),894.65,268.4,7.651971931402883
MIDLOTHIAN,5444,NG (Natural Gas),2016.6,604.98,7.985410251848401
IRVING,5422,BIT (Bituminous Coal),16.5,4.95,9.852684069309
LEWSIVILLE,5422,NG (Natural Gas),15.600000000000001,4.68,7.1910987953536
POOLVILLE,5364,NG (Natural Gas),746.01,223.79999999999998,7.9756231712949015
BRIDGEPORT,5364,NG (Natural Gas),1290.38,387.12,7.7643186119676
GLENROSE,5262,NUC (Nuclear),2430.0,729.0,7.92
GRANBURY,5262,NG (Natural Gas),883.1999999999999,264.96,7.6463646915206
TEMPLE,8087,NG (Natural Gas),803.19,240.95999999999998,8.037666917992501
FRANKLIN,8087,BIT (Bituminous Coal),1795.4,538.62,11.564040361017
BREMOND,8087,BIT (Bituminous Coal),349.2,104.76,10.173194503755
MCKINNEY_9,5302,NG (Natural Gas),463.75,139.13,8.676796031308301
GRANBURY_10,5319,NG (Natural Gas),262.8,78.84,8.021891320636401
DALLAS_11,5323,NG (Natural Gas),852.21,255.66,8.0890672499594
RIESEL,5360,BIT (Bituminous Coal),1008.0,302.4,11.78004293673
SANANTONIO,6199,NG (Natural Gas),247.0,74.1,7.280105518267314
MARION,6069,NG (Natural Gas),1088.22,326.4599999999999,7.754121998007702
LAGRANGE,6078,BIT (Bituminous Coal),1689.9900000000002,507.0,10.922815489878
WINCHESTER,6078,NG (Natural Gas),242.0,72.6,7.429591222762333
ROCKDALE,6111,BIT (Bituminous Coal),1252.1,375.63,11.043
SANANTONIO_12,6147,NG (Natural Gas),3276.4,982.9200000000001,8.943301962535552
SEGUIN,6164,NG (Natural Gas),940.2,282.08,7.9315321559222
ELMENDORF,6244,NG (Natural Gas),1687.9899999999998,506.40000000000003,7.851902133457614
NEWBRAUNFELS,6302,NG (Natural Gas),992.2,297.68,7.81210483074896
PASADENA,7400,NG (Natural Gas),1273.2,381.96000000000004,8.433053340706001
DEERPARK,7400,NG (Natural Gas),1428.0,428.40000000000003,7.683145218530445
HOUSTON,7400,NG (Natural Gas),1904.6,571.3600000000001,7.57897238855714
MONTBELVIEU,7400,NG (Natural Gas),40.7,12.21,7.232775961896
CHANNELVIEW,7400,NG (Natural Gas),1378.26,413.4800000000001,7.61249071441694
HOUSTON_13,7124,NG (Natural Gas),4.0,1.2,7.1777101403927
BAYTOWN,7422,NG (Natural Gas),914.6,274.36,7.910324984433201
FREEPORT,7422,NG (Natural Gas),497.92,149.36,7.570353389986201
ALVIN,7422,NG (Natural Gas),1508.9,452.66999999999996,7.613013078299236
WADSWORTH_14,7098,NUC (Nuclear),1354.3,406.29,7.46
HOUSTON_15,7427,NG (Natural Gas),8.0,2.4000000000000004,7.1801043067495005
LAPORTE,7138,NG (Natural Gas),1459.2,437.7799999999999,7.641699541618349
PASADENA_16,7138,NG (Natural Gas),757.8,227.32999999999998,7.659416371247741
HOUSTON_17,7404,NG (Natural Gas),10.2,3.06,7.201651802393001
HOUSTON_18,7170,NG (Natural Gas),770.39,231.1,7.668035370132221
HOUSTON_19,7157,NG (Natural Gas),419.52,125.88,7.5081050709802
WILLIS,7157,NG (Natural Gas),542.8,162.84,8.9302397677742
SHIRO,7157,NG (Natural Gas),704.79,211.44,7.931181635446901
BAYTOWN_20,7208,NG (Natural Gas),2069.5,620.8499999999999,8.287805182523902
NEWGULF,7069,NG (Natural Gas),101.9,30.57,7.4978843066018
THOMPSONS,7353,NG (Natural Gas),4786.719999999999,1435.76,8.3641115549846
CHANNELVIEW_21,7375,NG (Natural Gas),183.66,55.1,7.7618866828532
LAPORTE_22,7075,NG (Natural Gas),176.4,52.92,7.455433414266
FREEPORT_23,7428,NG (Natural Gas),1030.82,309.27,7.471974926278992
SHIRO_24,8033,NG (Natural Gas),234.93,70.48,7.931181635446901
FAIRFIELD,8070,NG (Natural Gas),1036.02,310.8,7.7260988682499
JEWETT,8070,BIT (Bituminous Coal),1849.8,554.94,11.616723915231
FAIRFIELD_25,8060,BIT (Bituminous Coal),1186.8,356.04,10.979252898444
JACKSONVILLE,8060,BIT (Bituminous Coal),713.4,214.02,10.294067547381
TRINIDAD,8060,BIT (Bituminous Coal),243.3,72.99000000000001,10.071850220348999
MTENTERPRISE,8077,NG (Natural Gas),939.6,281.88,7.9283259946473
BRYAN,8140,NG (Natural Gas),225.2,67.56,7.4105869179925
