Node,Time,Value
bus_1001,1,0.0
bus_1001,2,0.0
bus_1001,3,0.0
bus_1001,4,0.0
bus_1001,5,0.0
bus_1001,6,0.0
bus_1001,7,0.0
bus_1001,8,0.0
bus_1001,9,0.0
bus_1001,10,0.0
bus_1001,11,0.0
bus_1001,12,0.0
bus_1001,13,0.0
bus_1001,14,0.0
bus_1001,15,0.0
bus_1001,16,0.0
bus_1001,17,0.0
bus_1001,18,0.0
bus_1001,19,0.0
bus_1001,20,0.0
bus_1001,21,0.0
bus_1001,22,0.0
bus_1001,23,0.0
bus_1001,24,0.0
bus_2001,1,-1.205836193122463
bus_2001,2,-1.2069404026355435
bus_2001,3,-1.2065631778915724
bus_2001,4,-1.2057154292629277
bus_2001,5,-1.2049257990683016
bus_2001,6,-1.205056961071168
bus_2001,7,-1.2051039953089582
bus_2001,8,-1.2047024657606276
bus_2001,9,-1.2043112440951687
bus_2001,10,-1.0264909378216067
bus_2001,11,-0.6100111996865341
bus_2001,12,-0.5815236139243725
bus_2001,13,-1.2047311602312383
bus_2001,14,-1.203959982237155
bus_2001,15,-1.2034172058243708
bus_2001,16,-1.203032405913904
bus_2001,17,-1.204935674483408
bus_2001,18,-1.153289746309497
bus_2001,19,-1.1522501663864884
bus_2001,20,-1.152068700866177
bus_2001,21,-1.1516514625736474
bus_2001,22,-1.1508389878119536
bus_2001,23,-1.1529019912408045
bus_2001,24,-1.196805277440087
bus_2008,1,0.12120896199871542
bus_2008,2,0.1174261230323206
bus_2008,3,0.11955116265279403
bus_2008,4,0.12078315426248687
bus_2008,5,0.11920283661208364
bus_2008,6,0.11684723433898286
bus_2008,7,0.11094329036635739
bus_2008,8,0.1066302298380177
bus_2008,9,0.10242787783806462
bus_2008,10,0.2828963070033058
bus_2008,11,0.7323594030676263
bus_2008,12,0.7684101190803385
bus_2008,13,0.14649825861184582
bus_2008,14,0.14436335343714202
bus_2008,15,0.14262369407802347
bus_2008,16,0.1401933252441758
bus_2008,17,-0.22981130062309607
bus_2008,18,-0.6260234641183428
bus_2008,19,-0.8283639804380054
bus_2008,20,-1.0337962038431285
bus_2008,21,-1.1197937681214873
bus_2008,22,-1.0784143020159158
bus_2008,23,-1.1136384605420764
bus_2008,24,-1.181135692770403
bus_3002,1,-1.2553281412285655
bus_3002,2,-1.2521352054433028
bus_3002,3,-1.2524768537312507
bus_3002,4,-1.253184062900709
bus_3002,5,-1.2549458375865075
bus_3002,6,-1.2570701502409185
bus_3002,7,-1.2617040815711984
bus_3002,8,-1.2678194290645992
bus_3002,9,-1.2747373964788413
bus_3002,10,-1.1756761349399547
bus_3002,11,-0.8558563863136227
bus_3002,12,-0.5655061703208909
bus_3002,13,-1.1503382499898507
bus_3002,14,-1.13573419337619
bus_3002,15,-1.1280507735444052
bus_3002,16,-1.1364990487333464
bus_3002,17,-0.9800474710016519
bus_3002,18,-1.0238404281671387
bus_3002,19,-0.9349978442349596
bus_3002,20,-0.9047279459062446
bus_3002,21,-0.9173160980661549
bus_3002,22,-1.0962823532589707
bus_3002,23,-1.041264750667179
bus_3002,24,-0.9120813531044782
bus_3006,1,0.12120896199871542
bus_3006,2,0.1174261230323206
bus_3006,3,0.11955116265279403
bus_3006,4,0.12625428919262818
bus_3006,5,0.13789903736176365
bus_3006,6,0.14636130763928426
bus_3006,7,0.14301530835896187
bus_3006,8,0.13951371129695417
bus_3006,9,0.13611028510308804
bus_3006,10,0.324140468819788
bus_3006,11,0.7323594030676263
bus_3006,12,0.7684101190803385
bus_3006,13,0.007441927411773852
bus_3006,14,-0.1825044900987971
bus_3006,15,-0.32136324197697197
bus_3006,16,-0.4700209666416627
bus_3006,17,-0.704031888553522
bus_3006,18,-0.9226634745969801
bus_3006,19,-1.0371743765456336
bus_3006,20,-1.1355871972311777
bus_3006,21,-1.1762988235972702
bus_3006,22,-1.1533334771700254
bus_3006,23,-1.1452274429079912
