Node,Time,Value
bus_10013,1,0.0
bus_10013,2,0.0
bus_10013,3,0.0
bus_10013,4,0.0
bus_10013,5,0.0
bus_10013,6,0.0
bus_10013,7,0.0
bus_10013,8,0.0
bus_10013,9,0.0
bus_10013,10,0.0
bus_10013,11,0.0
bus_10013,12,0.0
bus_10013,13,0.0
bus_10013,14,0.0
bus_10013,15,0.0
bus_10013,16,0.0
bus_10013,17,0.0
bus_10013,18,0.0
bus_10013,19,0.0
bus_10013,20,0.0
bus_10013,21,0.0
bus_10013,22,0.0
bus_10013,23,0.0
bus_10013,24,0.0
bus_20013,1,-1.2725768258886512
bus_20013,2,-1.2751105021580147
bus_20013,3,-1.2751917653823763
bus_20013,4,-1.2745514147615875
bus_20013,5,-1.2429576278441954
bus_20013,6,-1.2988488523042567
bus_20013,7,-1.2427458800405566
bus_20013,8,-1.2335243202611286
bus_20013,9,-1.0548955277120768
bus_20013,10,-0.5254545346567547
bus_20013,11,-0.06822811045097442
bus_20013,12,0.25484640877029147
bus_20013,13,-0.5458317630542311
bus_20013,14,-0.5407225714213213
bus_20013,15,-0.5370625756898199
bus_20013,16,-0.5367863716812274
bus_20013,17,-0.5409315331773881
bus_20013,18,-0.5574344928258164
bus_20013,19,-0.5661432782811443
bus_20013,20,-0.5636872303204148
bus_20013,21,-0.5215138329639625
bus_20013,22,-0.5458541735775928
bus_20013,23,-0.5436457254711017
bus_20013,24,-0.5039000912210888
bus_20083,1,0.0
bus_20083,2,0.0
bus_20083,3,0.0
bus_20083,4,0.0
bus_20083,5,0.0
bus_20083,6,0.0
bus_20083,7,0.0
bus_20083,8,0.0
bus_20083,9,0.0
bus_20083,10,0.10291179209937852
bus_20083,11,0.47835234988758
bus_20083,12,0.7978345849984433
bus_20083,13,0.0
bus_20083,14,0.0
bus_20083,15,0.0
bus_20083,16,-0.042415279497181824
bus_20083,17,-0.3503575915082733
bus_20083,18,-0.6113612071152695
bus_20083,19,-0.7644630770393269
bus_20083,20,-0.9062204765743734
bus_20083,21,-0.9266211472712316
bus_20083,22,-0.925711648884583
bus_20083,23,-0.9396900714671196
bus_20083,24,-0.9640213036763708
bus_30023,1,-1.357852170083225
bus_30023,2,-1.3686332709691038
bus_30023,3,-1.3683945453082262
bus_30023,4,-1.341337834299449
bus_30023,5,-1.302166770681435
bus_30023,6,-1.334538154741168
bus_30023,7,-1.3073929883198843
bus_30023,8,-1.2975540358061513
bus_30023,9,-1.128665001281017
bus_30023,10,-1.0413838682327101
bus_30023,11,-0.7093687477261168
bus_30023,12,-0.40898525190971935
bus_30023,13,-1.19004749521594
bus_30023,14,-1.1843887874571608
bus_30023,15,-1.1792547698925877
bus_30023,16,-1.1882129899975418
bus_30023,17,-1.2455928461993782
bus_30023,18,-1.3419404529376109
bus_30023,19,-1.319540016366829
bus_30023,20,-1.320896367742292
bus_30023,21,-1.293408941511781
bus_30023,22,-1.3376124272871348
bus_30023,23,-1.2862136866915939
bus_30023,24,-1.1717193553385787
