Node,Time,Value
bus_10013,1,0.0
bus_10013,2,0.0
bus_10013,3,0.0
bus_10013,4,0.0
bus_10013,5,0.0
bus_10013,6,0.0
bus_10013,7,0.0
bus_10013,8,0.0
bus_10013,9,0.0
bus_10013,10,0.0
bus_10013,11,0.0
bus_10013,12,0.0
bus_10013,13,0.0
bus_10013,14,0.0
bus_10013,15,0.0
bus_10013,16,0.0
bus_10013,17,0.0
bus_10013,18,0.0
bus_10013,19,0.0
bus_10013,20,0.0
bus_10013,21,0.0
bus_10013,22,0.0
bus_10013,23,0.0
bus_10013,24,0.0
bus_20013,1,0.0
bus_20013,2,0.0
bus_20013,3,0.0
bus_20013,4,0.0
bus_20013,5,0.0
bus_20013,6,0.0
bus_20013,7,0.0
bus_20013,8,0.0
bus_20013,9,0.0
bus_20013,10,0.0
bus_20013,11,0.0
bus_20013,12,0.0
bus_20013,13,0.0
bus_20013,14,0.0
bus_20013,15,0.0
bus_20013,16,0.0
bus_20013,17,0.0
bus_20013,18,0.0
bus_20013,19,0.0
bus_20013,20,0.0
bus_20013,21,0.0
bus_20013,22,0.0
bus_20013,23,0.0
bus_20013,24,0.0
bus_20083,1,0.0
bus_20083,2,0.0
bus_20083,3,0.0
bus_20083,4,0.0
bus_20083,5,0.0
bus_20083,6,0.0
bus_20083,7,0.0
bus_20083,8,0.0
bus_20083,9,0.0
bus_20083,10,0.0
bus_20083,11,0.0
bus_20083,12,0.0
bus_20083,13,0.0
bus_20083,14,0.0
bus_20083,15,0.0
bus_20083,16,0.0
bus_20083,17,0.0
bus_20083,18,0.0
bus_20083,19,0.0
bus_20083,20,0.0
bus_20083,21,0.0
bus_20083,22,0.0
bus_20083,23,0.0
bus_20083,24,0.0
bus_30023,1,0.0
bus_30023,2,0.0
bus_30023,3,0.0
bus_30023,4,0.0
bus_30023,5,0.0
bus_30023,6,0.0
bus_30023,7,0.0
bus_30023,8,0.0
bus_30023,9,0.0
bus_30023,10,0.0
bus_30023,11,0.0
bus_30023,12,0.0
bus_30023,13,0.0
bus_30023,14,0.0
bus_30023,15,0.0
bus_30023,16,0.0
bus_30023,17,0.0
bus_30023,18,0.0
bus_30023,19,0.0
bus_30023,20,0.0
bus_30023,21,0.0
bus_30023,22,0.0
bus_30023,23,0.0
bus_30023,24,0.0
bus_30063,1,0.0
bus_30063,2,0.0
bus_30063,3,0.0
bus_30063,4,0.0
bus_30063,5,0.0
bus_30063,6,0.0
bus_30063,7,0.0
bus_30063,8,0.0
bus_30063,9,0.0
bus_30063,10,0.0
bus_30063,11,0.0
bus_30063,12,0.0
bus_30063,13,0.0
bus_30063,14,0.0
bus_30063,15,0.0
bus_30063,16,0.0
bus_30063,17,0.0
bus_30063,18,0.0
bus_30063,19,0.0
bus_30063,20,0.0
bus_30063,21,0.0
bus_30063,22,0.0
bus_30063,23,0.0
bus_30063,24,0.0
bus_40023,1,0.0
bus_40023,2,0.0
bus_40023,3,0.0
bus_40023,4,0.0
bus_40023,5,0.0
