Name,Bus,Fuel,Max_Cap,Min_Cap,Heat_Rate
SNYDER,1004,NG (Natural Gas),153.89999999999998,46.17,4.678418294
MONAHANS,1048,NG (Natural Gas),918.5999999999999,275.58,4.952457695400001
MONAHANS_2,1081,NG (Natural Gas),178.8,53.64,4.942250873
ODESSA,1081,NG (Natural Gas),286.5,85.95,5.1651893630000005
ODESSA_3,1001,NG (Natural Gas),1343.78,403.13999999999993,4.919419822749999
ODESSA_4,3048,NG (Natural Gas),95.5,28.65,4.770346495
SILVER,3048,NG (Natural Gas),90.7,27.21,4.6653168175
PALOPINTO,3048,NG (Natural Gas),481.6,144.48000000000002,4.8207628335
SAVOY,2004,NG (Natural Gas),1175.4,352.62,5.384615385
PARIS,8129,NG (Natural Gas),1173.6000000000001,352.04999999999995,4.918097338142857
GREENVILLE,8129,NG (Natural Gas),84.7,25.41,4.746416759
MOUNTPLEASANT,8129,BIT (Bituminous Coal),1980.0,594.0,9.052831985
WICHITAFALLS,2057,BIT (Bituminous Coal),806.0,241.8,6.2099920678
DENTON,5175,NG (Natural Gas),128.1,38.43,4.703183252
SHERMAN,2103,NG (Natural Gas),803.19,240.95999999999998,5.126969416000001
PARIS_5,2115,NG (Natural Gas),184.72,55.41,4.953142227
SILVER_6,3045,NG (Natural Gas),447.0,134.1,5.497856122000001
CHRISTINE,4026,BIT (Bituminous Coal),410.0,123.0,8.660130719
FANNIN,4030,BIT (Bituminous Coal),622.4,186.72,8.991596638999999
SANTAROSA,4194,BIT (Bituminous Coal),172.5,51.74999999999999,8.05205415525
BISHOP,4020,NG (Natural Gas),44.2,13.26,4.663714365
CORPUSCHRISTI,4020,NG (Natural Gas),47.0,14.1,4.669249931
GREGORY,4181,NG (Natural Gas),776.6600000000001,233.0,4.8945474672
CORPUSCHRISTI_7,4181,NG (Natural Gas),602.3100000000001,180.69,4.8837531135
GREGORY_8,4061,NG (Natural Gas),172.33,51.7,4.929421533
MISSION,4075,NG (Natural Gas),176.33,52.9,4.937190083
MISSION_9,4040,NG (Natural Gas),352.66,105.8,4.937190083
CORPUSCHRISTI_10,4183,NG (Natural Gas),730.2,219.06,5.0761140330000005
CORPUSCHRISTI_11,4085,NG (Natural Gas),352.0,105.6,5.300304456
SANTAROSA_12,4093,BIT (Bituminous Coal),28.0,8.4,8.062558357
LAREDO,4115,NG (Natural Gas),131.8,39.54,4.8446280989999995
LAREDO_13,4190,NG (Natural Gas),131.8,39.54,4.8446280989999995
PEARSALL,4137,NG (Natural Gas),267.6,80.28,4.663911845833334
BROWNSVILLE,4193,NG (Natural Gas),1522.71,456.80999999999995,4.8870744533999995
