Name,Bus,Fuel,Max_Cap,Min_Cap,Heat_Rate
ODESSA,5262,NG (Natural Gas),95.5,28.65,7.478472200211501
WICHITAFALLS,5262,BIT (Bituminous Coal),806.0,241.8,8.56525665381706
SILVER,5262,NG (Natural Gas),537.7,161.31,7.748874464016301
GRAHAM,5262,NG (Natural Gas),634.7,190.4,8.2004152572867
GLENROSE,5262,NUC (Nuclear),2430.0,729.0,7.92
GRANBURY,5262,NG (Natural Gas),1146.0000000000002,343.8,7.700011352822857
PALOPINTO,5262,NG (Natural Gas),603.6,181.07999999999998,7.55840906236548
ODESSA_2,1001,NG (Natural Gas),1343.78,403.13999999999993,7.712174456125176
MONAHANS,1081,NG (Natural Gas),1097.3999999999999,329.21999999999997,7.761301056499167
ODESSA_3,1081,NG (Natural Gas),286.5,85.95,8.0974673643751
SAVOY,5084,NG (Natural Gas),1175.4,352.62,8.4414615390645
SHERMAN,5084,NG (Natural Gas),803.19,240.95999999999998,8.0375499534632
PARIS,8129,NG (Natural Gas),1358.3200000000002,407.4599999999999,7.716968681039225
GREENVILLE,8129,NG (Natural Gas),84.7,25.41,7.4409575530843
MTENTERPRISE,8129,NG (Natural Gas),939.6,281.88,7.9283259946473
MOUNTPLEASANT,8129,BIT (Bituminous Coal),1980.0,594.0,11.107824845595
DENTON,5007,NG (Natural Gas),128.1,38.43,7.373180384160401
BASTROP,6349,NG (Natural Gas),1233.99,370.2,7.967879602427781
MARION,6349,NG (Natural Gas),1088.22,326.4599999999999,7.754121998007702
CEDARCREEK,6349,NG (Natural Gas),618.6899999999999,185.64,7.836336461125601
MISSION,4040,NG (Natural Gas),528.99,158.7,7.740032893119101
CHRISTINE,6236,BIT (Bituminous Coal),410.0,123.0,10.625980392213
PEARSALL,6236,NG (Natural Gas),267.6,80.28,7.3116146007129155
FANNIN,7098,BIT (Bituminous Coal),622.4,186.72,11.032689076053002
NURSERY,7098,NG (Natural Gas),215.2,64.56,7.30609814591958
VICTORIA,7098,NG (Natural Gas),479.29999999999995,143.78,7.6859099543294676
POINTCOMFORT,7098,NG (Natural Gas),1062.5,318.75,7.599309680235475
WADSWORTH,7098,NUC (Nuclear),2708.6,812.58,7.68
WHARTON,7098,NG (Natural Gas),580.09,174.01,7.54387827273826
LAREDO,4147,NG (Natural Gas),263.6,79.08,7.594923470802301
SANTAROSA,4192,BIT (Bituminous Coal),200.5,60.14999999999999,9.881302521330333
BROWNSVILLE,4192,NG (Natural Gas),1522.71,456.80999999999995,7.661466620595182
BISHOP,4017,NG (Natural Gas),44.2,13.26,7.3113050100105
GREGORY,4017,NG (Natural Gas),948.9900000000001,284.7,7.68229407648855
CORPUSCHRISTI,4017,NG (Natural Gas),649.3100000000001,194.78999999999996,7.589004428192899
CORPUSCHRISTI_4,4085,NG (Natural Gas),1082.2,324.65999999999997,8.045689801068374
ALEDO,5480,NG (Natural Gas),4.8,1.44,7.1798591905837
DALLAS,5385,NG (Natural Gas),1552.95,465.88000000000005,7.887802989672915
ENNIS,5385,NG (Natural Gas),418.0,125.4,7.847955367775101
DALLAS_5,5037,NG (Natural Gas),308.47,92.54,8.1694378768316
ARLINGTON,5016,NG (Natural Gas),1327.21,398.15999999999997,8.029573272622722
POOLVILLE,5016,NG (Natural Gas),746.01,223.79999999999998,7.9756231712949015
