Name,Bus,Fuel,Max_Cap,Min_Cap,Heat_Rate
ODESSA,3048,NG (Natural Gas),95.5,28.65,4.770346495
WICHITAFALLS,3048,BIT (Bituminous Coal),806.0,241.8,6.2099920678
SILVER,3048,NG (Natural Gas),537.7,161.31,4.942829919
GRAHAM,3048,NG (Natural Gas),634.7,190.4,5.230857471
PALOPINTO,3048,NG (Natural Gas),603.6,181.07999999999998,4.8213363924
ODESSA_2,1001,NG (Natural Gas),1343.78,403.13999999999993,4.919419822750001
MONAHANS,1081,NG (Natural Gas),178.8,53.64,4.942250873
ODESSA_3,1081,NG (Natural Gas),286.5,85.95,5.165189363
MONAHANS_4,1048,NG (Natural Gas),918.5999999999999,275.58,4.9524576954
SAVOY,2004,NG (Natural Gas),1175.4,352.62,5.384615385
SHERMAN,2004,NG (Natural Gas),803.19,240.95999999999998,5.126969416
PARIS,8129,NG (Natural Gas),1173.6000000000001,352.04999999999995,4.918097338142857
GREENVILLE,8129,NG (Natural Gas),84.7,25.41,4.746416759
MOUNTPLEASANT,8129,BIT (Bituminous Coal),1980.0,594.0,9.052831985
DENTON,5007,NG (Natural Gas),128.1,38.43,4.7031832520000005
PARIS_5,2115,NG (Natural Gas),184.72,55.41,4.953142227
BASTROP,6349,NG (Natural Gas),1233.99,370.2,5.0825282914
CEDARCREEK,6349,NG (Natural Gas),618.6899999999999,185.64,4.998619928
MISSION,4040,NG (Natural Gas),528.99,158.7,4.937190083
CHRISTINE,7406,BIT (Bituminous Coal),410.0,123.0,8.660130719
FANNIN,7406,BIT (Bituminous Coal),622.4,186.72,8.991596639
NURSERY,7406,NG (Natural Gas),215.2,64.56,4.6603930253999994
VICTORIA,7406,NG (Natural Gas),479.29999999999995,143.78,4.902666297333333
POINTCOMFORT,7406,NG (Natural Gas),1062.5,318.75,4.84742596175
WADSWORTH,7406,NUC (Nuclear),1354.3,406.29,7.9
WHARTON,7406,NG (Natural Gas),580.09,174.01,4.8120675338
LAREDO,4147,NG (Natural Gas),263.6,79.08,4.844628099
SANTAROSA,4067,BIT (Bituminous Coal),200.5,60.14999999999999,8.053221288777777
BISHOP,4017,NG (Natural Gas),44.2,13.26,4.663714365
CORPUSCHRISTI,4017,NG (Natural Gas),253.77,76.13,4.746747855
GREGORY,4061,NG (Natural Gas),948.9900000000001,284.7,4.9003598114999996
CORPUSCHRISTI_6,4061,NG (Natural Gas),395.54,118.66,4.98200941
CORPUSCHRISTI_7,4085,NG (Natural Gas),1082.2,324.65999999999997,5.1321616387499995
PEARSALL,4015,NG (Natural Gas),267.6,80.28,4.663911845833334
BROWNSVILLE,4193,NG (Natural Gas),1522.71,456.80999999999995,4.8870744533999995
ALEDO,5480,NG (Natural Gas),4.8,1.44,4.579868081
DALLAS,5385,NG (Natural Gas),1552.95,465.88000000000005,5.031449250285715
ENNIS,5385,NG (Natural Gas),418.0,125.4,5.006031363
DALLAS_8,5037,NG (Natural Gas),308.47,92.54,5.211097708
ARLINGTON,5067,NG (Natural Gas),1327.21,398.15999999999997,5.121881273600001
MCKINNEY,5444,NG (Natural Gas),894.65,268.4,4.881018008166667
MIDLOTHIAN,5444,NG (Natural Gas),2016.6,604.98,5.093710692
IRVING,5422,BIT (Bituminous Coal),16.5,4.95,8.029897367
LEWSIVILLE,5422,NG (Natural Gas),15.600000000000001,4.68,4.5870375679999995
POOLVILLE,5364,NG (Natural Gas),746.01,223.79999999999998,5.087467737
BRIDGEPORT,5364,NG (Natural Gas),1290.38,387.12,4.952681388
GLENROSE,5262,NUC (Nuclear),2430.0,729.0,7.92
GRANBURY,5262,NG (Natural Gas),883.1999999999999,264.96,4.877441278
TEMPLE,8087,NG (Natural Gas),803.19,240.95999999999998,5.127044025
FRANKLIN,8087,BIT (Bituminous Coal),1795.4,538.62,9.424645771
BREMOND,8087,BIT (Bituminous Coal),349.2,104.76,8.291112065
MCKINNEY_9,5302,NG (Natural Gas),463.75,139.13,5.534729879
GRANBURY_10,5319,NG (Natural Gas),262.8,78.84,5.116981132
DALLAS_11,5323,NG (Natural Gas),852.21,255.66,5.159831122
RIESEL,5360,BIT (Bituminous Coal),1008.0,302.4,9.60068699
SANANTONIO,6199,NG (Natural Gas),247.0,74.1,4.643812922285714
MARION,6069,NG (Natural Gas),1088.22,326.4599999999999,4.946177201
LAGRANGE,6078,BIT (Bituminous Coal),1689.9900000000002,507.0,8.902050114
WINCHESTER,6078,NG (Natural Gas),242.0,72.6,4.739166436666667
ROCKDALE,6111,BIT (Bituminous Coal),1252.1,375.63,9.0
SANANTONIO_12,6147,NG (Natural Gas),3276.4,982.9200000000001,5.704727921500001
SEGUIN,6164,NG (Natural Gas),940.2,282.08,5.059343086
ELMENDORF,6244,NG (Natural Gas),1687.9899999999998,506.40000000000003,5.008548914625
NEWBRAUNFELS,6302,NG (Natural Gas),992.2,297.68,4.9831631248
PASADENA,7400,NG (Natural Gas),1273.2,381.96000000000004,5.899402357428571
DEERPARK,7400,NG (Natural Gas),1428.0,428.40000000000003,4.900902735555556
HOUSTON,7400,NG (Natural Gas),1904.6,571.3600000000001,4.834453268200002
MONTBELVIEU,7400,NG (Natural Gas),40.7,12.21,4.61362248
CHANNELVIEW,7400,NG (Natural Gas),1378.26,413.4800000000001,4.855833842200001
HOUSTON_13,7124,NG (Natural Gas),4.0,1.2,4.578497251
BAYTOWN,7422,NG (Natural Gas),914.6,274.36,5.045815516
FREEPORT,7422,NG (Natural Gas),497.92,149.36,4.828955406
ALVIN,7422,NG (Natural Gas),1508.9,452.66999999999996,4.856167046181818
WADSWORTH_14,7098,NUC (Nuclear),1354.3,406.29,7.46
HOUSTON_15,7427,NG (Natural Gas),8.0,2.4000000000000004,4.580024435
LAPORTE,7138,NG (Natural Gas),1459.2,437.7799999999999,4.874465485499999
PASADENA_16,7138,NG (Natural Gas),757.8,227.32999999999998,4.8857666462000005
HOUSTON_17,7404,NG (Natural Gas),10.2,3.06,4.59376909
HOUSTON_18,7170,NG (Natural Gas),770.39,231.1,4.8912645086
HOUSTON_19,7157,NG (Natural Gas),419.52,125.88,4.789248626
WILLIS,7157,NG (Natural Gas),542.8,162.84,5.696395846
SHIRO,7157,NG (Natural Gas),704.79,211.44,5.059119497
BAYTOWN_20,7208,NG (Natural Gas),2069.5,620.8499999999999,5.286601506999999
NEWGULF,7069,NG (Natural Gas),101.9,30.57,4.782729034
THOMPSONS,7353,NG (Natural Gas),4786.719999999999,1435.76,5.335275598
CHANNELVIEW_21,7375,NG (Natural Gas),183.66,55.1,4.951130116
LAPORTE_22,7075,NG (Natural Gas),176.4,52.92,4.75565058
FREEPORT_23,7428,NG (Natural Gas),1030.82,309.27,4.766202032454545
SHIRO_24,8033,NG (Natural Gas),234.93,70.48,5.059119497
FAIRFIELD,8070,NG (Natural Gas),1036.02,310.8,4.928301887
JEWETT,8070,BIT (Bituminous Coal),1849.8,554.94,9.467582653
FAIRFIELD_25,8060,BIT (Bituminous Coal),1186.8,356.04,8.948046372
JACKSONVILLE,8060,BIT (Bituminous Coal),713.4,214.02,8.389623103
TRINIDAD,8060,BIT (Bituminous Coal),243.3,72.99000000000001,8.208516887
MTENTERPRISE,8077,NG (Natural Gas),939.6,281.88,5.057297949
BRYAN,8140,NG (Natural Gas),225.2,67.56,4.7270440250000005
