Name,Bus,Fuel,Max_Cap,Min_Cap,Heat_Rate
ODESSA_NG,5262,NG (Natural Gas),95.5,28.65,7.478472200211501
WICHITAFALLS_C,5262,BIT (Bituminous Coal),726.0,217.8,10.535452646325
WICHITAFALLS_NG,5262,NG (Natural Gas),80.0,24.0,7.251792658811767
SILVER_NG,5262,NG (Natural Gas),537.7,161.31,7.748874464016301
SNYDER_NG,5262,NG (Natural Gas),153.89999999999998,46.17,7.334356359503801
ALEDO_NG,5262,NG (Natural Gas),4.8,1.44,7.1798591905837
GRAHAM_NG,5262,NG (Natural Gas),634.7,190.4,8.2004152572867
GLENROSE_Nuc,5262,NUC (Nuclear),2430.0,729.0,7.92
GRANBURY_NG,5262,NG (Natural Gas),1146.0000000000002,343.8,7.700011352822857
PALOPINTO_NG,5262,NG (Natural Gas),603.6,181.07999999999998,7.55840906236548
MONAHANS_NG,1001,NG (Natural Gas),1097.3999999999999,329.21999999999997,7.761301056499167
IRAAN_NG,1001,NG (Natural Gas),7.6,2.28,7.177396319774401
ODESSA_NG_2,1001,NG (Natural Gas),1630.28,489.0899999999999,7.754984779264057
SAVOY_NG,5084,NG (Natural Gas),1175.4,352.62,8.4414615390645
SHERMAN_NG,5084,NG (Natural Gas),803.19,240.95999999999998,8.0375499534632
PARIS_NG,2001,NG (Natural Gas),1358.3200000000002,407.4599999999999,7.716968681039225
DENTON_NG,5007,NG (Natural Gas),128.1,38.43,7.373180384160401
POOLVILLE_NG,5007,NG (Natural Gas),746.01,223.79999999999998,7.9756231712949015
BRIDGEPORT_NG,5007,NG (Natural Gas),1290.38,387.12,7.7643186119676
BASTROP_NG,6018,NG (Natural Gas),1233.99,370.2,7.967879602427781
MARION_NG,6018,NG (Natural Gas),1088.22,326.4599999999999,7.754121998007702
ROCKDALE_C,6018,BIT (Bituminous Coal),1252.1,375.63,11.043
AUSTIN_NG,6018,NG (Natural Gas),1659.1999999999998,497.75999999999993,7.5262292757634
CEDARCREEK_NG,6018,NG (Natural Gas),618.6899999999999,185.64,7.836336461125601
NEWBRAUNFELS_NG,6018,NG (Natural Gas),992.2,297.68,7.81210483074896
MISSION_NG,4040,NG (Natural Gas),528.99,158.7,7.740032893119101
LAREDO_NG,4040,NG (Natural Gas),263.6,79.08,7.594923470802301
CHRISTINE_C,6199,BIT (Bituminous Coal),410.0,123.0,10.625980392213
PEARSALL_NG,6199,NG (Natural Gas),267.6,80.28,7.3116146007129155
SANANTONIO_NG,6199,NG (Natural Gas),247.0,74.1,7.280105518267314
FANNIN_C,7098,BIT (Bituminous Coal),622.4,186.72,11.032689076053002
NURSERY_NG,7098,NG (Natural Gas),215.2,64.56,7.30609814591958
VICTORIA_NG,7098,NG (Natural Gas),479.29999999999995,143.78,7.6859099543294676
POINTCOMFORT_NG,7098,NG (Natural Gas),1062.5,318.75,7.599309680235475
WADSWORTH_Nuc,7098,NUC (Nuclear),2708.6,812.58,7.68
WHARTON_NG,7098,NG (Natural Gas),580.09,174.01,7.54387827273826
CORPUSCHRISTI_NG,4071,NG (Natural Gas),730.2,219.06,7.9578239695340995
SANTAROSA_C,4071,BIT (Bituminous Coal),200.5,60.14999999999999,9.881302521330333
